epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2224.68,0.52758,1.24643,1.12839,0.56283,0.67363,0.65486,0.58446,0.46383,1.07228,1.12401,0.000544365,0.000544365,0.000544365
16,2372,0.5271,1.23274,1.12478,0.5907,0.68516,0.68752,0.61697,0.47252,1.00416,1.12858,0.000523749,0.000523749,0.000523749
17,2520.54,0.52657,1.21868,1.12734,0.59953,0.69369,0.6898,0.62097,0.45379,0.99396,1.11702,0.000503132,0.000503132,0.000503132
18,2668.79,0.51484,1.20144,1.11777,0.62238,0.68531,0.70488,0.63398,0.46001,0.92685,1.11708,0.000482515,0.000482515,0.000482515
19,2816.99,0.5167,1.1963,1.11979,0.6081,0.69429,0.70254,0.63321,0.46893,0.95125,1.13102,0.000461898,0.000461898,0.000461898
20,2961.82,0.50582,1.18217,1.11114,0.64454,0.65002,0.70618,0.63567,0.44564,0.95451,1.1014,0.000441282,0.000441282,0.000441282
21,3109.64,0.5035,1.17424,1.10872,0.61388,0.72402,0.72189,0.64434,0.47223,0.91649,1.12769,0.000420665,0.000420665,0.000420665
22,3259.75,0.50486,1.16054,1.11062,0.63711,0.7074,0.72922,0.65923,0.45036,0.89326,1.10947,0.000400048,0.000400048,0.000400048
23,3410.65,0.50163,1.14839,1.11094,0.62253,0.69484,0.72045,0.65497,0.44035,0.91696,1.09584,0.000379431,0.000379431,0.000379431
24,3553.34,0.49455,1.13994,1.10642,0.66436,0.67667,0.72927,0.65957,0.45376,0.92076,1.10546,0.000358815,0.000358815,0.000358815
25,3701.57,0.49723,1.12673,1.10356,0.60485,0.71399,0.72518,0.65727,0.45026,0.95134,1.10983,0.000338198,0.000338198,0.000338198
26,3848.34,0.49172,1.11545,1.10335,0.63263,0.70951,0.73351,0.66654,0.43271,0.9188,1.08453,0.000317581,0.000317581,0.000317581
27,3994.37,0.48626,1.09714,1.09737,0.67375,0.68896,0.74452,0.67646,0.43855,0.86418,1.092,0.000296964,0.000296964,0.000296964
28,4136.79,0.48658,1.11327,1.0971,0.65751,0.70885,0.74527,0.67649,0.43602,0.89867,1.0889,0.000276348,0.000276348,0.000276348
29,4283.66,0.47882,1.07595,1.09277,0.65812,0.72727,0.75816,0.68937,0.43501,0.859,1.0906,0.000255731,0.000255731,0.000255731
30,4427.91,0.46666,1.07037,1.08724,0.673,0.70936,0.75995,0.68874,0.43621,0.85019,1.08849,0.000235114,0.000235114,0.000235114
31,4572.27,0.34823,0.76743,1.06736,0.65825,0.73573,0.7624,0.69351,0.43408,0.84135,1.08188,0.000214497,0.000214497,0.000214497
32,4712.06,0.33948,0.70485,1.05581,0.66732,0.71775,0.75529,0.68572,0.43067,0.84691,1.07984,0.000193881,0.000193881,0.000193881
33,4852.56,0.33568,0.69309,1.04815,0.65327,0.74008,0.76148,0.69606,0.42418,0.83856,1.07312,0.000173264,0.000173264,0.000173264
34,4991.61,0.3326,0.65793,1.04801,0.67966,0.723,0.76607,0.6997,0.41921,0.8188,1.06746,0.000152647,0.000152647,0.000152647
35,5129.37,0.325,0.6483,1.04064,0.66751,0.7523,0.77711,0.70985,0.42227,0.80816,1.06642,0.000132031,0.000132031,0.000132031
36,5264.58,0.32434,0.62553,1.03925,0.69138,0.71827,0.78025,0.71265,0.4188,0.80972,1.06099,0.000111414,0.000111414,0.000111414
37,5403.1,0.31707,0.611,1.03109,0.68037,0.74529,0.7826,0.71488,0.41673,0.79834,1.06131,9.0797e-05,9.0797e-05,9.0797e-05
38,5540.81,0.31562,0.59287,1.02982,0.68393,0.74332,0.78322,0.71506,0.41331,0.7943,1.05591,7.01802e-05,7.01802e-05,7.01802e-05
39,5677.72,0.31003,0.57857,1.02975,0.6686,0.75023,0.78352,0.71735,0.41465,0.79979,1.05615,4.95635e-05,4.95635e-05,4.95635e-05
40,5814.12,0.30851,0.5628,1.02215,0.67652,0.7554,0.78871,0.72156,0.41071,0.78524,1.05286,2.89468e-05,2.89468e-05,2.89468e-05
