epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2836.22,0.48639,1.05884,1.0943,0.65802,0.69225,0.73135,0.6609,0.45119,0.96425,1.10435,0.000613088,0.000613088,0.000613088
22,2968.92,0.49034,1.0537,1.09686,0.67656,0.70339,0.75341,0.68252,0.4461,0.85852,1.10266,0.000602092,0.000602092,0.000602092
23,3104.37,0.48998,1.0449,1.10066,0.66537,0.68657,0.73475,0.66591,0.44148,0.91576,1.09266,0.000591097,0.000591097,0.000591097
24,3236.59,0.48387,1.0448,1.09553,0.67192,0.6648,0.73658,0.66671,0.44443,0.93101,1.09383,0.000580101,0.000580101,0.000580101
25,3372.15,0.48793,1.03323,1.09341,0.6305,0.73028,0.74496,0.67522,0.44127,0.89742,1.09859,0.000569106,0.000569106,0.000569106
26,3505.69,0.48141,1.02574,1.09281,0.65084,0.68947,0.73205,0.66448,0.44231,0.95682,1.09648,0.00055811,0.00055811,0.00055811
27,3638.91,0.4789,1.01636,1.08917,0.655,0.7196,0.75289,0.68148,0.44557,0.87335,1.10339,0.000547114,0.000547114,0.000547114
28,3773.38,0.4829,1.04006,1.09082,0.64424,0.72752,0.74672,0.67494,0.44303,0.91109,1.10002,0.000536119,0.000536119,0.000536119
29,3905.32,0.47664,0.99722,1.08747,0.67137,0.72683,0.7627,0.691,0.44184,0.85741,1.09519,0.000525123,0.000525123,0.000525123
30,4038.51,0.4704,1.00553,1.08645,0.64701,0.73176,0.75037,0.67904,0.44454,0.90941,1.10418,0.000514128,0.000514128,0.000514128
31,4170.91,0.48114,1.00766,1.09481,0.67838,0.72982,0.76378,0.69436,0.4377,0.8575,1.08792,0.000503132,0.000503132,0.000503132
32,4304.42,0.46861,1.00497,1.08385,0.67762,0.70262,0.75988,0.69054,0.43433,0.85204,1.08545,0.000492136,0.000492136,0.000492136
33,4436.52,0.47538,1.00009,1.08764,0.68253,0.69063,0.76066,0.68958,0.44037,0.87968,1.08621,0.000481141,0.000481141,0.000481141
34,4569.68,0.47486,1.00069,1.08689,0.67435,0.7084,0.76052,0.69143,0.43882,0.87604,1.08865,0.000470145,0.000470145,0.000470145
35,4701.81,0.46855,0.99096,1.08495,0.68427,0.68396,0.75454,0.68983,0.42855,0.86949,1.08289,0.00045915,0.00045915,0.00045915
36,4836.26,0.46691,0.98142,1.08607,0.65905,0.73121,0.76835,0.70137,0.42605,0.84012,1.07749,0.000448154,0.000448154,0.000448154
37,4967.79,0.46063,0.97092,1.08176,0.61877,0.75823,0.75774,0.69235,0.42622,0.87579,1.07538,0.000437158,0.000437158,0.000437158
38,5101.17,0.46497,0.98386,1.08103,0.66455,0.70931,0.75736,0.69455,0.41867,0.8845,1.06956,0.000426163,0.000426163,0.000426163
39,5232.33,0.46582,0.97119,1.0836,0.67184,0.73151,0.76478,0.6962,0.43055,0.84399,1.07978,0.000415167,0.000415167,0.000415167
40,5366.62,0.45899,0.96856,1.07726,0.66752,0.73866,0.77204,0.70951,0.41452,0.83116,1.06255,0.000404172,0.000404172,0.000404172
41,5497.73,0.46137,0.9547,1.0776,0.68843,0.70886,0.77025,0.70382,0.42446,0.8438,1.07276,0.000393176,0.000393176,0.000393176
42,5631,0.46269,0.95665,1.07815,0.70707,0.70214,0.77724,0.71065,0.42328,0.81362,1.07207,0.00038218,0.00038218,0.00038218
43,5764.14,0.45449,0.94555,1.07377,0.67483,0.7194,0.76234,0.69379,0.42656,0.86589,1.08406,0.000371185,0.000371185,0.000371185
44,5896.74,0.45606,0.93144,1.0776,0.64691,0.75334,0.77171,0.70922,0.4187,0.83452,1.06701,0.000360189,0.000360189,0.000360189
45,6029.76,0.45504,0.93014,1.07866,0.70205,0.69456,0.76713,0.70362,0.41502,0.85282,1.06804,0.000349194,0.000349194,0.000349194
46,6162.4,0.45267,0.93862,1.07279,0.69443,0.71773,0.78034,0.71677,0.4178,0.82034,1.06425,0.000338198,0.000338198,0.000338198
47,6298.85,0.45706,0.93405,1.07606,0.7182,0.67989,0.76839,0.70432,0.41583,0.87597,1.06469,0.000327202,0.000327202,0.000327202
48,6431.53,0.44663,0.92383,1.07107,0.69227,0.73233,0.77911,0.71388,0.41573,0.83046,1.06602,0.000316207,0.000316207,0.000316207
49,6565.56,0.44893,0.9047,1.06723,0.67638,0.72077,0.77707,0.71472,0.41478,0.8537,1.06387,0.000305211,0.000305211,0.000305211
50,6699.08,0.45091,0.90171,1.07247,0.7103,0.72416,0.78018,0.71811,0.41375,0.82887,1.06684,0.000294216,0.000294216,0.000294216
51,6832.76,0.44838,0.8942,1.06754,0.68509,0.71927,0.77377,0.71101,0.40943,0.85193,1.06,0.00028322,0.00028322,0.00028322
52,6966.14,0.44091,0.89292,1.06249,0.6892,0.71544,0.78371,0.71903,0.41102,0.82357,1.06091,0.000272224,0.000272224,0.000272224
53,7099.32,0.4426,0.88629,1.06544,0.71423,0.72626,0.78757,0.72276,0.41379,0.81602,1.06088,0.000261229,0.000261229,0.000261229
54,7232.83,0.44032,0.88355,1.06258,0.71863,0.7181,0.78738,0.72462,0.4125,0.81894,1.05931,0.000250233,0.000250233,0.000250233
55,7366.69,0.43722,0.88404,1.06243,0.69735,0.72854,0.78456,0.72109,0.41196,0.82614,1.06256,0.000239238,0.000239238,0.000239238
56,7499.67,0.43564,0.87009,1.06227,0.6799,0.73873,0.78034,0.71753,0.41034,0.82222,1.06191,0.000228242,0.000228242,0.000228242
57,7633.12,0.43474,0.85763,1.06093,0.70539,0.71638,0.778,0.71542,0.41052,0.83897,1.06118,0.000217246,0.000217246,0.000217246
58,7766.47,0.43039,0.85802,1.0622,0.73093,0.69597,0.77916,0.7147,0.41097,0.82784,1.06039,0.000206251,0.000206251,0.000206251
59,7899.97,0.42792,0.84416,1.05902,0.69798,0.72424,0.77531,0.71165,0.41343,0.85437,1.06368,0.000195255,0.000195255,0.000195255
60,8034.59,0.42666,0.84125,1.05735,0.70026,0.71654,0.77921,0.71556,0.41178,0.83989,1.06408,0.00018426,0.00018426,0.00018426
61,8168.75,0.42952,0.84675,1.05606,0.6884,0.73436,0.77747,0.71329,0.41082,0.83992,1.06155,0.000173264,0.000173264,0.000173264
62,8303.65,0.4322,0.84725,1.06039,0.67777,0.74557,0.77738,0.71415,0.40834,0.83781,1.05976,0.000162268,0.000162268,0.000162268
63,8439.18,0.42541,0.84079,1.05437,0.72174,0.71202,0.78723,0.72359,0.40961,0.82124,1.06063,0.000151273,0.000151273,0.000151273
64,8572.75,0.4231,0.82238,1.0547,0.68965,0.72376,0.77455,0.71219,0.40911,0.86011,1.05854,0.000140277,0.000140277,0.000140277
65,8708.4,0.42909,0.83567,1.05741,0.70396,0.70327,0.77619,0.71418,0.40921,0.84737,1.05823,0.000129282,0.000129282,0.000129282
66,8842.5,0.295,0.40628,1.00671,0.67982,0.71966,0.76642,0.70307,0.41163,0.87361,1.06033,0.000118286,0.000118286,0.000118286
67,8974.67,0.28901,0.38404,1.0036,0.69528,0.71569,0.76786,0.70596,0.41248,0.86619,1.06053,0.00010729,0.00010729,0.00010729
68,9103.55,0.29042,0.37075,1.00657,0.68443,0.72672,0.76793,0.70643,0.40735,0.8713,1.05706,9.62948e-05,9.62948e-05,9.62948e-05
69,9233.15,0.28479,0.35033,0.99986,0.67048,0.72925,0.76767,0.70683,0.40487,0.8776,1.05572,8.52992e-05,8.52992e-05,8.52992e-05
70,9362,0.28985,0.34997,1.00291,0.66417,0.73766,0.76699,0.7056,0.40451,0.88253,1.05433,7.43036e-05,7.43036e-05,7.43036e-05
71,9492.3,0.28135,0.33343,0.99557,0.67489,0.72565,0.76216,0.70101,0.40453,0.89182,1.05491,6.3308e-05,6.3308e-05,6.3308e-05
72,9621.85,0.28183,0.33854,0.99453,0.70719,0.68854,0.76506,0.70451,0.40618,0.8906,1.05494,5.23124e-05,5.23124e-05,5.23124e-05
73,9754.97,0.28106,0.31643,0.99573,0.67106,0.72973,0.76453,0.70448,0.40636,0.89311,1.05667,4.13168e-05,4.13168e-05,4.13168e-05
74,9885.28,0.27748,0.32359,0.98863,0.67876,0.72108,0.76493,0.70474,0.40548,0.8905,1.05622,3.03212e-05,3.03212e-05,3.03212e-05
75,10017.2,0.2767,0.32052,0.9916,0.65652,0.74127,0.76379,0.70434,0.40504,0.89403,1.0555,1.93256e-05,1.93256e-05,1.93256e-05
